PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient079/s0269lre,11566,11314,11920,11532,11819
patient079/s0269lre,12505,12234,12864,12471,12763
patient079/s0269lre,13434,13195,13791,13400,13682
patient079/s0269lre,14349,14103,14706,14323,14608
patient079/s0269lre,15278,15028,15633,15251,15533
patient079/s0269lre,16315,16047,16677,16281,16568
patient079/s0269lre,17497,17217,17851,17463,17754
patient079/s0269lre,18487,18225,18850,18454,18737
patient079/s0269lre,19443,19155,19797,19410,19694
patient079/s0269lre,21107,20854,21462,21073,21361
patient079/s0269lre,22783,22531,23133,22749,23029
patient079/s0269lre,24512,24237,24868,24478,24771
patient079/s0269lre,26322,26065,26673,26259,26575
patient079/s0269lre,27230,26947,27588,27197,27476
patient079/s0269lre,28146,27862,28485,28113,28402
patient079/s0269lre,29939,29658,30297,29913,30194
patient079/s0269lre,30840,30603,31192,30806,31091
patient079/s0269lre,32596,32311,32949,32532,32843
patient079/s0269lre,34311,34045,34660,34277,34551
patient079/s0269lre,36038,35752,36393,36005,36288
patient079/s0269lre,37765,37522,38130,37739,38019
patient079/s0269lre,39485,39220,39852,39451,39732
patient079/s0269lre,41239,40980,41601,41179,41491
patient079/s0269lre,43018,42798,43387,42984,43267
patient079/s0269lre,43942,43708,44299,43908,44197
patient079/s0269lre,44866,44640,45208,44832,45123
patient079/s0269lre,45794,45541,46161,45761,46042
patient079/s0269lre,46699,46468,47059,46666,46950
patient079/s0269lre,48510,48235,48867,48476,48760
patient079/s0269lre,50271,49972,50635,50220,50517
patient079/s0269lre,51996,51736,52350,51970,52250
patient079/s0269lre,53799,53538,54391,53734,54049
patient079/s0269lre,55699,55461,56053,55673,55952
patient079/s0269lre,56735,56479,57099,56701,56988
patient079/s0269lre,57739,57498,58101,57706,57988
patient079/s0269lre,58728,58473,59082,58695,58972
patient079/s0269lre,59713,59461,60075,59680,59965
patient079/s0269lre,60679,60403,nan,60652,60924
patient079/s0269lre,61641,61381,62001,61607,61891
patient079/s0269lre,62599,62316,62956,62566,62853
patient079/s0269lre,63556,63312,63913,63523,63806
patient079/s0269lre,64513,64245,64878,64480,64762
patient079/s0269lre,65443,65184,65827,65416,65699
patient079/s0269lre,67048,66810,67407,67013,67297
patient079/s0269lre,68677,68446,69024,68643,68922
patient079/s0269lre,70319,70062,70674,70285,70570
patient079/s0269lre,71954,71521,72295,71894,72202
patient079/s0269lre,73624,73366,73959,73558,73874
patient079/s0269lre,75296,75034,75642,75270,75550
patient079/s0269lre,76957,76680,77301,76897,77193
patient079/s0269lre,78696,78430,79050,78633,78941
patient079/s0269lre,80413,80164,80772,80379,80651
patient079/s0269lre,82116,81823,82459,82082,82362
patient079/s0269lre,83904,83640,84249,83872,84147
patient079/s0269lre,85662,85395,86016,85635,85914
patient079/s0269lre,87459,87166,87811,87394,87709
patient079/s0269lre,88374,88108,88726,88340,88619
patient079/s0269lre,89309,89077,89655,89275,89555
patient079/s0269lre,91113,90859,91461,91079,91353
patient079/s0269lre,92032,91744,92376,91998,92278
patient079/s0269lre,93794,93558,94140,93760,94050
patient079/s0269lre,95521,95230,95869,95487,95766
patient079/s0269lre,97274,97033,97629,97207,97521
patient079/s0269lre,99028,98748,99361,99002,99274
patient079/s0269lre,100797,100558,101148,100770,101033
patient079/s0269lre,102082,101812,102444,102048,102337
patient079/s0269lre,103135,102876,103510,103101,103395
patient079/s0269lre,104163,103911,104524,104129,104421
patient079/s0269lre,105164,104913,105531,105137,105416
patient079/s0269lre,106145,105877,106501,106112,106407
patient079/s0269lre,107124,106830,107490,107091,107379
patient079/s0269lre,108096,107826,108444,108063,108357
patient079/s0269lre,109055,108783,109420,109028,109296
patient079/s0269lre,110029,109767,110401,109995,110274
patient079/s0269lre,111976,111732,112345,111942,112036
patient079/s0269lre,113915,113694,114274,113888,114169
patient079/s0269lre,114876,114618,nan,114842,115125
patient079/s0257lre,1240,nan,nan,1238,1241
patient079/s0257lre,2622,2356,nan,2533,2839
patient079/s0257lre,3824,nan,nan,3822,3825
patient079/s0257lre,5116,nan,nan,5114,5117
patient079/s0257lre,6502,6246,nan,6409,6716
patient079/s0257lre,7795,7530,nan,7703,8009
patient079/s0257lre,8992,nan,nan,8990,8993
patient079/s0257lre,10369,10119,nan,10287,10587
patient079/s0257lre,11665,11382,nan,11579,11882
patient079/s0257lre,12963,12670,nan,12871,13176
patient079/s0257lre,14253,13978,nan,14163,14474
patient079/s0257lre,15451,nan,nan,15112,15453
patient079/s0257lre,16743,nan,nan,16410,16745
patient079/s0257lre,18128,17898,nan,18039,18339
patient079/s0257lre,19327,nan,nan,18991,19329
patient079/s0257lre,20619,nan,nan,20278,20621
patient079/s0257lre,22002,21721,nan,21915,22217
patient079/s0257lre,23203,nan,nan,22861,23205
patient079/s0257lre,24495,nan,nan,24491,24497
patient079/s0257lre,25787,25551,nan,25785,25789
patient079/s0257lre,27079,nan,nan,27077,27081
patient079/s0257lre,28371,28149,nan,28369,28373
patient079/s0257lre,29663,nan,nan,29661,29665
patient079/s0257lre,30955,nan,nan,30953,30957
patient079/s0257lre,32247,32040,nan,32245,32249
patient079/s0257lre,33539,nan,nan,33537,33541
patient079/s0257lre,34831,nan,nan,34829,34833
patient079/s0257lre,36123,35650,nan,36121,36127
patient079/s0257lre,37415,nan,nan,37413,37417
patient079/s0257lre,38707,nan,nan,38705,38711
patient079/s0257lre,39999,nan,nan,39997,40003
patient079/s0257lre,41291,nan,nan,41289,41295
patient079/s0257lre,42676,42400,nan,42587,42885
patient079/s0257lre,43875,nan,nan,43873,43876
patient079/s0257lre,45167,nan,nan,45165,45168
patient079/s0257lre,46552,46254,nan,46460,46765
patient079/s0257lre,47751,nan,nan,47749,47752
patient079/s0257lre,49136,48834,nan,49046,49349
patient079/s0257lre,50425,50184,nan,50338,50645
patient079/s0257lre,51626,nan,nan,51291,51628
patient079/s0257lre,53004,52719,nan,52922,53228
patient079/s0257lre,54210,nan,nan,53880,54212
patient079/s0257lre,55595,55285,nan,55506,55814
patient079/s0257lre,56794,nan,nan,56462,56796
patient079/s0257lre,58086,57870,nan,57745,58088
patient079/s0257lre,59471,59218,nan,59382,59681
patient079/s0257lre,60670,nan,nan,60666,60672
patient079/s0257lre,61962,61750,nan,61960,61964
patient079/s0257lre,63254,63022,nan,63252,63256
patient079/s0257lre,64546,nan,nan,64544,64548
patient079/s0257lre,65838,nan,nan,65836,65840
patient079/s0257lre,67130,66924,nan,67128,67132
patient079/s0257lre,68422,nan,nan,68420,68424
patient079/s0257lre,69714,69501,nan,69712,69716
patient079/s0257lre,71006,70792,nan,71004,71010
patient079/s0257lre,72298,nan,nan,72296,72299
patient079/s0257lre,73590,nan,nan,73588,73591
patient079/s0257lre,74882,74665,nan,74880,74883
patient079/s0257lre,76174,nan,nan,76172,76175
patient079/s0257lre,77466,nan,nan,77464,77467
patient079/s0257lre,78851,78579,nan,78759,79063
patient079/s0257lre,80142,79852,nan,80053,80363
patient079/s0257lre,81435,81181,nan,81345,81646
patient079/s0257lre,82727,82461,nan,82637,82941
patient079/s0257lre,84019,83713,nan,83929,84229
patient079/s0257lre,85313,85029,nan,85221,85516
patient079/s0257lre,86509,nan,nan,86166,86511
patient079/s0257lre,87801,nan,nan,87463,87803
patient079/s0257lre,89186,88935,nan,89097,89398
patient079/s0257lre,90478,90199,nan,90389,90693
patient079/s0257lre,91677,nan,nan,91339,91679
patient079/s0257lre,92969,nan,nan,92965,92971
patient079/s0257lre,94261,nan,nan,94259,94263
patient079/s0257lre,95553,95344,nan,95551,95555
patient079/s0257lre,96845,96624,nan,96843,96847
patient079/s0257lre,98137,nan,nan,98135,98139
patient079/s0257lre,99429,nan,nan,99427,99431
patient079/s0257lre,100721,100510,nan,100719,100723
patient079/s0257lre,102013,nan,nan,102011,102015
patient079/s0257lre,103305,nan,103713,103303,103307
patient079/s0257lre,104597,104139,nan,104595,104599
patient079/s0257lre,105889,nan,nan,105887,105891
patient079/s0257lre,107181,106957,nan,107179,107185
patient079/s0257lre,108473,nan,nan,108471,108474
patient079/s0257lre,109765,109552,nan,109763,109766
patient079/s0257lre,111057,nan,nan,111055,111058
patient079/s0257lre,112349,nan,nan,112347,112350
patient079/s0257lre,113641,nan,nan,113639,113642
patient079/s0257lre,115028,114804,nan,114936,nan
patient079/s0263lre,1386,1123,2068,1290,1411
patient079/s0263lre,2761,2505,3268,2664,2787
patient079/s0263lre,4065,3787,4723,3972,4090
patient079/s0263lre,5176,4725,nan,5093,5197
patient079/s0263lre,6757,6381,nan,6659,6781
patient079/s0263lre,8170,7825,nan,8121,8194
patient079/s0263lre,9614,9309,10080,9517,9638
patient079/s0263lre,11477,11188,11686,11391,11958
patient079/s0263lre,13243,12972,13909,13159,13265
patient079/s0263lre,14630,14338,nan,14538,14655
patient079/s0263lre,16169,15847,16819,16077,16193
patient079/s0263lre,17734,17478,17953,17644,17757
patient079/s0263lre,18900,18444,19231,18812,18922
patient079/s0263lre,20112,19818,20772,20030,20135
patient079/s0263lre,21644,21364,22294,21553,21697
patient079/s0263lre,23167,22915,23817,23076,23191
patient079/s0263lre,24705,24420,25077,24616,24749
patient079/s0263lre,26380,26085,26695,26289,26453
patient079/s0263lre,27289,26998,27495,27197,27313
patient079/s0263lre,28935,28653,29623,28842,28959
patient079/s0263lre,30513,30207,31188,30423,30565
patient079/s0263lre,32054,31750,32712,31962,32077
patient079/s0263lre,33563,33289,34210,33472,33615
patient079/s0263lre,35053,34773,35698,34964,35077
patient079/s0263lre,36512,36208,37153,36420,36534
patient079/s0263lre,37880,37588,38349,37181,37905
patient079/s0263lre,39212,38925,39870,39122,39237
patient079/s0263lre,40558,40233,nan,40462,40583
patient079/s0263lre,41973,41713,nan,41875,41998
patient079/s0263lre,43411,43137,nan,43317,43435
patient079/s0263lre,44897,44602,45100,44804,44921
patient079/s0263lre,46434,46158,46633,46338,46459
patient079/s0263lre,47928,47643,48138,47873,47954
patient079/s0263lre,49371,49071,nan,49277,49396
patient079/s0263lre,50780,50479,nan,50722,50805
patient079/s0263lre,52201,51900,nan,52106,52226
patient079/s0263lre,53605,53278,nan,53507,53629
patient079/s0263lre,54995,54700,55681,54937,55020
patient079/s0263lre,56383,56119,nan,56288,56408
patient079/s0263lre,57800,57427,58003,57702,57825
patient079/s0263lre,59224,58945,nan,59130,59249
patient079/s0263lre,60651,60366,nan,60598,60675
patient079/s0263lre,62101,61798,62295,62005,62125
patient079/s0263lre,63607,63337,64215,63512,63632
patient079/s0263lre,65092,64761,nan,64997,65116
patient079/s0263lre,66503,66205,67168,66409,66528
patient079/s0263lre,67854,67561,68529,67756,67879
patient079/s0263lre,69242,68887,69451,69143,69266
patient079/s0263lre,70456,69969,70804,70373,70479
patient079/s0263lre,71422,71104,71635,71329,71444
patient079/s0263lre,72856,72570,nan,72763,72878
patient079/s0263lre,74275,73960,74970,74181,74300
patient079/s0263lre,75671,75340,76363,75617,75696
patient079/s0263lre,76883,76366,77191,76801,76905
patient079/s0263lre,77804,77535,nan,77710,77829
patient079/s0263lre,78981,78525,79276,78897,79003
patient079/s0263lre,80127,79852,80337,80040,80637
patient079/s0263lre,81709,81433,82350,81619,81773
patient079/s0263lre,83079,82776,nan,83026,83103
patient079/s0263lre,84506,84183,84702,84408,84531
patient079/s0263lre,86022,85711,86364,85922,86047
patient079/s0263lre,87574,87283,87882,87526,87599
patient079/s0263lre,89085,88795,89410,88988,89110
patient079/s0263lre,90629,90342,90828,90572,90654
patient079/s0263lre,92173,91866,92623,91522,92198
patient079/s0263lre,93978,93684,nan,93943,94000
patient079/s0263lre,95562,95266,95767,95526,95585
patient079/s0263lre,96740,96264,97071,96659,96762
patient079/s0263lre,97785,97492,98442,97698,97853
patient079/s0263lre,99263,98968,99892,99172,99286
patient079/s0263lre,100763,100497,101460,100672,100829
patient079/s0263lre,102242,101938,102445,102154,102266
patient079/s0263lre,103745,103476,103954,103647,103769
patient079/s0263lre,105234,104934,105694,105139,105259
patient079/s0263lre,107263,106995,107473,107174,107788
patient079/s0263lre,109030,108774,109248,108943,109054
patient079/s0263lre,110506,110215,110997,110450,110530
patient079/s0263lre,112026,111748,112687,111939,112592
patient079/s0263lre,113416,113128,113871,113322,113440
patient079/s0263lre,114934,114660,115140,114846,114955
patient274/s0512_re,1762,1509,2161,1741,1789
patient274/s0512_re,2860,2643,3256,2839,2882
patient274/s0512_re,3936,3712,nan,3915,3968
patient274/s0512_re,5030,4776,5475,5010,5057
patient274/s0512_re,6110,5863,6579,6090,6146
patient274/s0512_re,7216,6933,7629,7196,7243
patient274/s0512_re,8310,8088,8706,8289,8336
patient274/s0512_re,9402,9148,9837,9382,9435
patient274/s0512_re,10503,10291,10909,10482,10532
patient274/s0512_re,11578,11338,nan,11558,11611
patient274/s0512_re,12680,12462,13083,12661,12708
patient274/s0512_re,13759,13543,14281,13739,13784
patient274/s0512_re,14840,14581,15276,14820,14864
patient274/s0512_re,15921,15687,16351,15901,15954
patient274/s0512_re,17006,16758,17401,16986,17038
patient274/s0512_re,18124,17895,18318,18105,18152
patient274/s0512_re,19232,18900,19657,19212,19263
patient274/s0512_re,20350,20082,nan,20330,20383
patient274/s0512_re,21460,21244,21874,21440,21493
patient274/s0512_re,22574,22317,23014,22553,22606
patient274/s0512_re,23673,23466,23880,23653,23700
patient274/s0512_re,24779,24564,25204,24759,24812
patient274/s0512_re,25881,25642,nan,25861,25908
patient274/s0512_re,26986,26733,27418,26966,27011
patient274/s0512_re,28068,27837,28474,28048,28100
patient274/s0512_re,29151,28920,29563,29131,29183
patient274/s0512_re,30240,29991,30651,30220,30271
patient274/s0512_re,31335,31105,nan,31315,31369
patient274/s0512_re,32408,32190,32800,32388,32440
patient274/s0512_re,33515,33277,34014,33494,33548
patient274/s0512_re,34591,34330,nan,34571,34622
patient274/s0512_re,35708,35497,36118,35687,35732
patient274/s0512_re,36794,36519,37206,36774,36827
patient274/s0512_re,37892,37636,nan,37872,37913
patient274/s0512_re,38991,38761,nan,38971,39018
patient274/s0512_re,40090,39850,40546,40070,40116
patient274/s0512_re,41187,40977,41392,41167,41219
patient274/s0512_re,42263,42030,nan,42242,42295
patient274/s0512_re,43341,43131,43749,43320,43373
patient274/s0512_re,44413,44179,44820,44393,44438
patient274/s0512_re,45498,45219,nan,45478,45525
patient274/s0512_re,46619,46401,47052,46599,46651
patient274/s0512_re,47731,47479,nan,47711,47764
patient274/s0512_re,48833,48615,49225,48813,48855
patient274/s0512_re,49946,49677,nan,49926,49978
patient274/s0512_re,51059,50794,nan,51039,51091
patient274/s0512_re,52165,51900,nan,52145,52191
patient274/s0512_re,53282,53044,53710,53262,53317
patient274/s0512_re,54402,54172,54817,54381,54435
patient274/s0512_re,55502,55272,55918,55482,55529
patient274/s0512_re,56587,56356,56995,56566,56613
patient274/s0512_re,57685,57427,58111,57665,57708
patient274/s0512_re,58760,58548,nan,58739,58792
patient274/s0512_re,59822,59596,nan,59801,59855
patient274/s0512_re,60893,60679,61275,60873,60919
patient274/s0512_re,61964,61749,62376,61945,61987
patient274/s0512_re,63030,62805,63421,63009,63064
patient274/s0512_re,64093,63837,64498,64073,64126
patient274/s0512_re,65158,64896,65578,65138,65192
patient274/s0512_re,66245,66036,66636,66224,66277
patient274/s0512_re,67322,67104,nan,67302,67350
patient274/s0512_re,68441,68212,68868,68420,68467
patient274/s0512_re,69519,69280,69913,69499,69553
patient274/s0512_re,70603,70362,71022,70583,70635
patient274/s0512_re,71681,71430,71880,71661,71712
patient274/s0512_re,72753,72537,73171,72733,72787
patient274/s0512_re,73838,73585,74248,73818,73871
patient274/s0512_re,74929,74689,nan,74909,74963
patient274/s0512_re,76013,75762,76426,75992,76038
patient274/s0512_re,77101,76864,77518,77080,77136
patient274/s0512_re,78203,77944,78675,78183,78234
patient274/s0512_re,79299,79081,nan,79278,79325
patient274/s0512_re,80414,80208,80823,80393,80447
patient274/s0512_re,81499,81252,nan,81479,81533
patient274/s0512_re,82607,82369,83020,82587,82632
patient274/s0512_re,83701,83445,nan,83681,83732
patient274/s0512_re,84823,84589,nan,84802,84849
patient274/s0512_re,85904,85689,86332,85884,85927
patient274/s0512_re,87001,86758,87402,86981,87028
patient274/s0512_re,88070,87810,88477,88051,88098
patient274/s0512_re,89148,88908,nan,89128,89181
patient274/s0512_re,90217,89977,nan,90197,90249
patient274/s0512_re,91295,91077,91698,91275,91319
patient274/s0512_re,92367,92122,92781,92347,92402
patient274/s0512_re,93451,93214,93886,93431,93483
patient274/s0512_re,94527,94263,94930,94507,94559
patient274/s0512_re,95598,95376,95994,95578,95630
patient274/s0512_re,96671,96411,97107,96651,96702
patient274/s0512_re,97741,97500,98139,97721,97773
patient274/s0512_re,98813,98559,99228,98793,98836
patient274/s0512_re,99896,99649,100300,99876,99931
patient274/s0512_re,100962,100699,101364,100942,100995
patient274/s0512_re,102026,101784,102432,102006,102049
patient274/s0512_re,103100,102834,103500,103080,103127
patient274/s0512_re,104178,103843,104634,104158,104212
patient274/s0512_re,105261,105027,105660,105241,105284
patient274/s0512_re,106340,106116,nan,106319,106374
patient274/s0512_re,107430,107184,107851,107410,107453
patient274/s0512_re,108511,108261,108961,108491,108537
patient274/s0512_re,109597,109351,110077,109577,109620
patient274/s0512_re,110677,110427,nan,110656,110708
patient274/s0512_re,111785,111558,nan,111766,111812
